,id,name,description,comics,series,stories,events
955,1016837,Nova (USM),"The hyperactive loose cannon of the team. Sam Alexander always feels like he has something to prove. 

The hyperactive loose cannon of the group. Sam always feels like he has something to prove.

Samâ€™s powers derive from the Nova Force, which is channeled through his helmet. These powers include flight, enhanced durability, and the ability to absorb and release pulses of energy. However, Sam does not know the extent of his powers, let alone how they work.  

Enthusiastic and immature, Samâ€™s eagerness can be a blessing and a curse. His personality will constantly clash with Spideyâ€™s as they compete for bragging rights. ",0,0,0,0
956,1010707,Nuke,,12,7,14,0
957,1009620,Obadiah Stane,,4,2,7,0
958,1009480,Odin,,219,86,268,7
959,1009481,Ogun,,7,4,9,0
960,1017840,Okoye,,8,3,8,0
961,1010882,Old Lace,,13,7,13,0
962,1017810,Old Man Logan (Earth-807128),,156,43,157,1
963,1014160,Omega (Michael Pointer),,1,1,2,1
964,1010757,Omega Flight,,10,3,13,1
965,1009482,Omega Red,,62,24,67,1
966,1011329,Omega Sentinel,,1,1,1,0
967,1011123,Omega the Unknown,,16,5,15,0
968,1009483,Onslaught,,46,27,41,1
969,1011255,Onslaught (Ultimate),,0,0,0,0
970,1009484,Oracle,,20,13,12,0
971,1011202,Ord,,11,5,9,0
972,1009485,Orphan,,14,2,22,0
973,1010957,Orphan-Maker,,19,2,19,1
974,1009479,Otto Octavius,,9,6,9,0
975,1014198,Outlaw (Inez Temple),,14,6,14,0
976,1011228,Outlaw Kid,,3,1,3,0
977,1010332,Overlord,,0,0,0,0
978,1011028,Owl,,19,16,21,1
979,1009488,Ozymandias,,15,12,11,1
980,1011150,Paibok,,4,2,7,0
981,1010873,Paladin,,24,14,26,2
982,1010708,Pandemic,,2,2,1,0
983,1011321,Paper Doll,,3,1,4,0
984,1010357,Patch,,5,2,5,0
985,1009492,Patriot,,81,16,81,2
986,1011351,Payback,,0,0,0,0
987,1017857,Peggy Carter (Captain Carter),,16,8,16,0
988,1014267,Penance (Monet St. Croix),,17,5,17,0
989,1009493,Penance (Robert Baldwin),,67,20,84,6
990,1009494,Pepper Potts,,85,20,122,2
991,1009495,Pestilence,,10,2,13,1
992,1011388,Pet Avengers,,15,4,25,0
993,1010779,Pete Wisdom,"Pete Wisdom is a former agent of the British intelligence agency Black Air, which was charged with the observation of, and interaction with, extranormal activity, and he was the agency's liaison with the British superhero group Excalibur, whom he eventually aided in exposing Black Air's subversive criminal activities.",22,9,22,0
994,1009491,Peter Parker,,195,35,204,4
995,1010734,Peter Quill,,7,5,6,1
996,1011021,Phalanx,,3,2,3,0
997,1011419,Phantom Reporter,,2,2,2,0
998,1017839,Phil Coulson (Phil Coulson),,4,4,7,0
999,1011369,Phil Sheldon,,8,3,14,0
1000,1014318,Phoenix Force,,15,7,17,0
1001,1011045,Photon,,31,11,34,0
1002,1010741,Phyla-Vell,,2,1,2,0
1003,1010886,Piledriver,,6,3,5,0
1004,1010762,Pip,,18,9,17,1
1005,1011179,Pixie,,48,15,49,4
1006,1009498,Plazm,,2,2,2,0
1007,1009499,Polaris,,270,69,314,10
1008,1009501,Post,,13,8,11,1
1009,1016840,Power Man (USM),"A former street kid whoâ€™s not quite used to the Super Hero world, Luke is a no-nonsense tough guy who serves as the emotional heart and big brother of the group. He is fiercely loyal and nearly fearless in battle. 

Lukeâ€™s unbreakable skin and super strength make him the bruiser out of all the trainees. Heâ€™s the first guy to jump into a fight. However, he can still be hurt by concussive blasts and other forms of energy.

As Dannyâ€™s best friend, Luke is the translator for Dannyâ€™s sometimes spacey, non-sequitur comments. Luke will always be the first to defend Peter from others, both as civilians and Super Heroes.",0,0,0,0
1010,1010770,Power Pack,,137,38,164,4
1011,1011151,Praxagora,,3,1,3,1
1012,1011152,Preak,,3,1,3,1
1013,1009502,Pretty Boy,,3,2,2,0
1014,1011104,Pride,,10,5,10,0
1015,1014989,Prima,,0,0,0,0
1016,1011234,Prince of Orphans,,11,3,16,1
1017,1010750,Princess Powerful,,0,0,0,0
1018,1009503,Prism,,5,4,5,1
1019,1011030,Prodigy,,28,9,30,3
1020,1014434,Prodigy (David Alleyne),,10,2,17,0
1021,1011153,Proemial Gods,,0,0,0,0
1022,1011378,Professor Monster,,0,0,0,0
1023,1009504,Professor X,,429,136,433,15
1024,1010958,Professor X (Ultimate),,16,1,18,0
1025,1009505,Proteus,,16,10,14,1
1026,1010960,Proteus (House of M),,0,0,0,0
1027,1010959,Proteus (Ultimate),,5,3,3,0
1028,1009506,Proudstar,,5,3,6,0
1029,1009507,Prowler,,25,11,23,3
1030,1010961,Prowler (Rick Lawson),,0,0,0,0
1031,1009511,Psycho-Man,,11,8,10,0
1032,1009512,Psylocke,,432,102,502,21
1033,1009510,PsyNapse,,4,2,4,0
1034,1009513,Puck,,76,21,92,2
1035,1010962,Puck (Zuzha Yu),,12,1,24,0
1036,1010865,Puff Adder,,0,0,0,0
1037,1011165,pug,,0,0,0,0
1038,1009514,Puma,,31,13,34,2
1039,1009515,Punisher,,741,204,953,9
1040,1009517,Punisher (2099),,6,5,6,0
1041,1017306,Punisher (Marvel: Avengers Alliance),,0,0,0,0
1042,1009519,Puppet Master,,41,21,50,1
1043,1011207,Purifiers,,12,5,16,2
1044,1009520,Purple Man,,26,14,26,2
1045,1009522,Pyro,,58,23,63,5
1046,1014528,Quake (Daisy Johnson),,39,12,40,5
1047,1009523,Quasar (Phyla-Vell),,106,30,166,7
1048,1010778,Quasar (Wendell Vaughn),,40,19,42,5
1049,1010334,Quasimodo,,10,9,9,0
1050,1011191,Queen Noir,,0,0,0,0
1051,1009387,Quentin Quire,,65,14,66,1
1052,1009524,Quicksilver,,374,131,397,11
1053,1010964,Quicksilver (Age of Apocalypse),,4,3,3,1
1054,1010963,Quicksilver (Ultimate),,32,13,48,0
1055,1009430,Rachel Grey,,88,34,95,8
1056,1009526,Radioactive Man,,30,20,27,2
1057,1011280,Rafael Vega,,0,0,0,0
1058,1010817,Rage,,37,9,43,5
1059,1009527,Raider,,0,0,0,0
1060,1009528,Randall,,7,3,11,0
1061,1011326,Randall Flagg,,1,1,1,0
1062,1010767,Random,,3,3,2,0
1063,1010838,Rattler,,0,0,0,0
1064,1011154,Ravenous,,5,2,5,1
1065,1010892,Rawhide Kid,,125,7,375,0
1066,1009531,Raza,,35,13,31,2
1067,1009532,Reaper,,18,8,21,1
1068,1009533,Reavers,,16,5,15,0
1069,1015000,Reavers (Ultimate),,2,2,1,0
1070,1011249,Red 9,,0,0,0,0
1071,1009534,Red Ghost,,14,12,15,0
1072,1011238,Red Ghost (Ultimate),,0,0,0,0
1073,1014666,Red Guardian (Alexei Shostakov),,7,5,6,0
1074,1011360,Red Hulk,,100,28,135,5
1075,1017099,Red Hulk (HAS),"US Army General Thunderbolt Ross used to a be a huge pain in Hulk's you know what! But as the saying goes, if you can't beat 'em, join 'em! He decided to supersize himself and join the team as Red! Just as cranky as before, Red still gives Hulk a hard time, but deep down he loves being a part of the Agents of S.M.A.S.H. - that, and his Gatling Laser Cannon. ",1,1,1,0
1076,1011436,Red She-Hulk,,41,10,44,4
1077,1011155,Red Shift,,2,1,2,1
1078,1009535,Red Skull,,173,88,210,7
1079,1010965,Red Skull (Albert Malik),,0,0,0,0
1080,1010837,Red Wolf,,24,11,27,1
1081,1011390,Redwing,,22,9,32,0
1082,1011376,Reptil,,57,10,69,3
1083,1011189,Retro Girl,,1,1,1,0
1084,1011330,Revanche,,1,1,1,0
1085,1009537,Rhino,,73,44,82,2
1086,1009702,Rhodey,,12,7,18,0
1087,1011401,Richard Fisk,,0,0,0,0
1088,1009379,Rick Jones,,196,43,263,5
1089,1015006,Rick Jones (Ultimate),,0,0,0,0
1090,1011348,Ricochet,,7,2,7,0
1091,1009542,Rictor,,119,24,126,5
1092,1009543,Riptide,,11,7,9,2
1093,1009544,Risque,,13,5,12,1
1094,1009545,Robbie Robertson,,69,24,71,1
1095,1010792,Robert Baldwin ,,0,0,0,0
1096,1009235,Robin Chapel,,0,0,0,0
1097,1010744,Rocket Raccoon,"A genetically-engineered alien with a knack for big guns and fast ships, Rocket serves as the backbone of the Guardians of the Galaxy!",94,44,104,4
1098,1017314,Rocket Raccoon (Marvel Heroes),,0,0,0,0
1099,1010769,Rocket Racer,,1,1,1,0
1100,1010692,Rockslide,,28,14,31,3
1101,1009546,Rogue,,630,164,785,25
1102,1010967,Rogue (Age of Apocalypse),,9,4,9,1
1103,1017319,Rogue (Deadpool),,0,0,0,0
1104,1010966,Rogue (Ultimate),,36,9,59,0
1105,1017478,Rogue (X-Men: Battle of the Atom),,0,0,0,0
1106,1010781,Roland Deschain,,10,6,10,0
1107,1011398,Romulus,,22,7,23,1
1108,1010344,Ronan,,56,26,62,5
1109,1010710,Ronin,,16,10,17,2
1110,1011117,Roughhouse,,7,3,5,0
1111,1009549,Roulette,,1,1,2,0
1112,1009595,Roxanne Simpson,,0,0,0,0
1113,1009311,Rumiko Fujikawa,,8,1,13,0
1114,1010747,Runaways,"The teens who became the Runaways found that some family secrets are bigger than others when they witnessed their parents, part of a cabal known as the Pride, murdering a young girl during a secret sacrificial ritual. ",137,36,170,1
1115,1009551,Russian,,0,0,0,0
1116,1009552,S.H.I.E.L.D.,,165,72,196,1
1117,1009553,Sabra,"Ruth Bat-Seraph is an Israeli national who, along with her family, was taken to a special community by the Israeli government when her genetic mutation manifested.",21,13,21,0
1118,1009554,Sabretooth,,309,113,326,8
1119,1010969,Sabretooth (Age of Apocalypse),,21,7,21,1
1120,1010970,Sabretooth (House of M),,1,1,1,1
1121,1010968,Sabretooth (Ultimate),,23,7,39,0
1122,1009555,Sage,,39,16,44,0
1123,1011325,Salem's Seven (Ultimate),,4,1,8,0
1124,1011126,Sally Floyd,,7,3,6,1
1125,1011156,Salo,,1,1,1,1
1126,1009558,Sandman,,120,45,150,0
1127,1010711,Santa Claus,,2,2,4,0
1128,1009559,Saracen (Muzzafar Lambert),,0,0,0,0
1129,1009560,Sasquatch (Walter Langkowski),,96,35,114,4
1130,1011035,Satana,,33,15,48,0
1131,1009561,Sauron,,63,27,67,1
1132,1011048,Scalphunter,,26,7,26,2
1133,1010861,Scarecrow (Ebenezer Laughton),"Realizing the criminal potential of his abilities, Umberto stole a flock of trained birds from a fellow performer to assist him in his new costumed criminal guise as the Scarecrow.",13,12,13,0
1134,1011197,Scarlet Spider (Ben Reilly),,77,29,82,0
1135,1011426,Scarlet Spider (Kaine),,82,20,89,1
1136,1009562,Scarlet Witch,,545,189,615,17
1137,1010972,Scarlet Witch (Age of Apocalypse),,0,0,0,0
1138,1017308,Scarlet Witch (Marvel Heroes),,0,0,0,0
1139,1010971,Scarlet Witch (Ultimate),,29,14,41,0
1140,1010790,Scorpion (Carmilla Black),"Carmilla Black is a genetically engineered human, created by Advanced Idea Mechanics (A.I.M.).",9,3,9,1
1141,1009563,Scorpion (Mac Gargan),,37,17,36,1
1142,1011079,Scorpion (Ultimate),,1,1,1,0
1143,1009565,Scourge,,8,5,9,0
1144,1011230,Scrambler,"Korean national Kim Il Sung was the youngest member of the Marauders, the superhuman assassins responsible for massacring the underground mutant community known as the Morlocks.",2,2,2,1
1145,1009566,Scream (Donna Diego),"Out of the five alien symbiotes that were forcefully extracted from Venom (while bonded with Eddie Brock) by the Life Foundation, Donna's is the only one still active today that is not bonded to Hybrid.",10,5,10,0
1146,1011242,Screwball,"Trained in parkour, Screwball, fairly new to the New York City superhuman criminal community, specializes in recording he crimes and broadcasting them live over the internet.",9,4,14,0
1147,1009581,Sebastian Shaw,Sebastian Shaw was invited to join the elite Hellfire Club and quickly worked his way into a position within the Inner Circle.,41,22,42,5
1148,1011368,Secret Warriors,,42,8,70,3
1149,1009568,Selene,"The long-standing Black Queen of the Hellfire Club's Inner Circle, Selene Gallio professes to have lived for several millennia, and to have been a foe of the ancient sorcerer, Kulan Gath.",27,15,28,1
1150,1009569,Senator Kelly,,1,1,1,0
1151,1009570,Sentinel,,65,28,67,5
1152,1011323,Sentinels,,58,31,54,4
1153,1009571,Sentry (Robert Reynolds),"Empowered by the enigmatic Professor's secret formula, high school student Robert Reynolds became a superhuman.",110,45,118,7
1154,1011167,Ser Duncan,,1,1,1,0
1155,1009572,Serpent Society,,9,7,10,3
1156,1010345,Sersi,"Sersi is a member of the Eternals, a species diverted from humanity by experiments conducted by the Celestials one million years ago.",57,23,60,1
1157,1009573,Shadow King,"One of the oldest and more powerful mutants ever, Amahl Farouk has been a threat to mankind at least for decades. He was the first evil mutant met by Charles Xavier, convincing him of the need of the X-Men.",26,15,24,2
1158,1010973,Shadow King (Age of Apocalypse),,2,1,2,1
1159,1009574,Shadowcat,,15,11,15,0
1160,1010975,Shadowcat (Age of Apocalypse),Katherine Pryde lived in the suburbs of Illinois and kept her mutant abilities a secret.,10,1,10,0
1161,1010974,Shadowcat (Ultimate),"After fourteen-year-old Kitty Pryde's mutant powers emerged, causing terrifying incidents where she uncontrollably phased out of the family apartment in to moving traffic andsewers, her mother Theresa contacted Professor Xavier.",9,5,13,0
1162,1011406,Shadu the Shady,Shadu the Shady claimed to travel to many unseen magical lands and witnessed miracles he would duplicate at a club called the 53rd Card.,1,1,1,0
1163,1009575,Shalla-bal,,10,4,10,0
1164,1009576,Shaman,"Dr. Michael Twoyoungmen was a surgeon who found that modern science was insufficient to accomplish everything he wished to do, and so he turned to mysticism that his grandfather told him about.",48,11,54,2
1165,1014979,Shane Yamada-Jones,,0,0,0,0
1166,1009577,Shang-Chi,"Shang-Chi is the son of an internationally-renowned and powerful criminal mastermind whose childhood was a lonely one, full of constant training in rigorous mental and martial arts, with only limited contact with his parents.",126,65,271,6
1167,1015001,Shang-Chi (Ultimate),,8,5,10,0
1168,1009578,Shanna the She-Devil,"The only daughter of a wealthy diamond miner, Shanna grew up in the Zaire jungles, where, at age six, she witnessed her father’s accidental fatal shooting of her mother, starting a lifelong loathing of firearms.",75,30,92,1
1169,1010712,Shape,"Often clashing with the heroes of the Squadron Supreme, the Shape was later subjected to the mind-altering behavior modification device used as part of the Squadron Supreme's ""Utopia Program.""",5,4,6,0
1170,1009579,Shard,"Shard and her older brother Bishop were raised in the 21st Century, some eighty years into an alternate future, by their grandmother, in a timeline in which the X-Men were betrayed by one of their own and killed, causing a disaster that caused the government to place a stylized 'M' tattoo over the left eyes of all mutants.",28,5,34,1
1171,1009228,Sharon Carter,,114,44,141,4
1172,1010895,Sharon Ventura,,9,4,17,0
1173,1009580,Shatterstar,"Shatterstar is Gaveedra Seven, the product of bio-engineering on an otherdimensional world, who was at one point merged with an Earth mutant named Benjamin Russell, the nature of whose genetic mutation remains unknown.",136,35,161,5
1174,1017111,She-Hulk (HAS),"She-Hulk is the Hulk's action-loving cousin. She's unbelievably strong, pilots the group's heavily armed Jump Jet, and uses a pair of Gamma Gauntlets that give her fists an added energy wallop. As the most competitive member of the team, She-Hulk never backs down from a fight, arm-wrestling match, or burping contest!  ",1,1,1,0
1175,1009583,She-Hulk (Jennifer Walters),"Seriously wounded, young lawyer Jennifer Walters was given a blood transfusion by her cousin Bruce Banner. Usually in better control of her powers and temper than the Hulk, She-Hulk has been a high profile New York lawyer as well as an upstanding member of both the Avengers and Fantastic Four.",498,161,571,15
1176,1011392,She-Hulk (Lyra),,24,6,32,3
1177,1017331,She-Hulk (Marvel War of Heroes),,0,0,0,0
1178,1011393,She-Hulk (Ultimate),,2,2,2,0
1179,1015035,Shen,,0,0,0,0
1180,1011168,Sheva Callister,,0,0,0,0
1181,1011093,Shi'Ar,,17,10,17,1
1182,1011381,Shinko Yamashiro,,0,0,0,0
1183,1009582,Shinobi Shaw,"Shinobi Shaw is the illegitimate son of Sebastian Shaw, who was rejected and abandoned by his father at an early age and grew tired of waiting to inherit his father's wealth and wearied of the elder Shaw's contempt for his decadent lifestyle.",5,3,6,0
1184,1009584,Shiva,,6,4,5,0
1185,1011394,Shiver Man,The Shiver Man is an undead bounty hunter who has worked with Nick Fury and Wolverine.,1,1,1,0
1186,1009585,Shocker (Herman Schultz),"Herman Schultz is a career criminal who, after several prison terms for robbery, built a battle suit that sent out shock waves to quickly open safes as well as give him a significant advantage over the New York police.",37,24,42,4
1187,1010858,Shockwave,"Lancaster Sneed was a secret agent working for the United Kingdom’s MI:6, but no one esteemed him as highly as himself, and despite his pride, he was wounded in an explosion on his first field assignment and forced to undergo a radical surgery that grafted metal plates and cybernetic systems to his body.",1,1,5,0
1188,1010824,Shooting Star,,1,1,1,0
1189,1009586,Shotgun,,4,4,3,0
1190,1009587,Shriek,Shriek became a groupie for a rock band and a drug dealer on the side until the vigilantes Cloak and Dagger happened by during one of her deals.,7,3,8,1
1191,1009588,Sif,Sif was born a second generation goddess of Asgard and eventually became Thor's lover.,171,47,182,2
1192,1010848,Silhouette,"Silhouette Chord is a descendant of the Dragon's Breadth cult, which spent centuries trying to master the Well of All Things, a hidden interdimensional mystic energy breach in Cambodia.",5,4,7,2
1193,1017815,Silk (Cindy Moon),,57,18,57,1
1194,1010856,Silk Fever,,0,0,0,0
1195,1010339,Silver Centurion,,0,0,0,0
1196,1009589,Silver Fox,"Silver Fox was a young member of the Blackfoot Indian tribe who, in the early 1910s, fell in love with a young mutant named Logan and shared a cabin with him in a remote community in the Canadian Rockies.",14,4,17,0
1197,1009590,Silver Sable,"Silver Sable trained her entire life, becoming a master of a wide variety of weapons and training in all forms of hand-to-hand combat in preparation for the day she would inherit leadership of the Wild Pack.",70,30,79,0
1198,1009591,Silver Samurai,Keniuchio Harada is the mutant son of the former Japanese crimelord Shingen Harada.,39,22,32,0
1199,1010976,Silver Samurai (Age of Apocalypse),"Silver Samurai was a mutant rebel in his homeland of Japan, where, alongside Sunfire, he stood as the last line of defense against the hordes of Apocalypse.",13,2,13,0
1200,1009592,Silver Surfer,"When Zenn-La was threatened by the world-devouring entity known as Galactus, Norrin Radd stood up for his home planet and offered to work for Galactus, finding him new planets to eat, in exchange for saving his own. Years later, the Surfer has protected Earth and many other planets, becoming one of the greatest heroes in the universe.",541,176,791,13
1201,1010864,Silverclaw,"When her father died, Lupe was taken in by the Church orphanage, despite their misgivings about her “ungodly” powers.",21,6,22,0
1202,1009594,Silvermane,Silvio Manfredi has been a career criminal for most of his life.,18,11,16,1
1203,1010898,Sin,,55,17,71,3
1204,1011265,Sinister Six,,33,10,38,1
1205,1014975,Sir Ram,,0,0,0,0
1206,1010834,Siren (Earth-93060),Jennifer Pearson appeared on the Ultra hero scene as Siren after being held hostage by her fathers foe known as Mannequin.,0,0,0,0
1207,1010745,Sister Grimm,,7,3,7,1
1208,1011223,Skaar,"The Hulk fathered a son while on the planet Sakaar, but thought him killed while still in his mother's womb; he was wrong.",78,15,97,3
1209,1017101,Skaar (HAS),"No one knows where Skaar, the savage sword-swinger, came from, but one thing is for sure...he's a Hulk. The intensity of Skaarâ€™s war cry ""Skaar Slash!"" is matched only by his ferocious appetite. Although he is a great asset in the fight against evil, Skaar is just as destructive at home as he is on the battlefield. ",1,1,1,0
1210,1009598,Skin,"Angelo Espinosa, a founding member of Generation X, code-named ""Skin"" due to his mutant ability to extend and control his extra skin in any number of ways.",12,7,13,1
1211,1011157,Skreet,"The Proemial God Aegis revealed that Skreet was a Chaos Mite, a race of very small and powerful beings, which were deemed unstable by the Cosmic Consonance.",5,3,4,1
1212,1009599,Skrulls,,132,62,141,5
1213,1015002,Skrulls (Ultimate),,2,2,2,0
1214,1009600,Skullbuster (Cylla Markham),,3,3,3,0
1215,1011057,Slapstick,"Steven Harmon's powers have been described as ""all of the abilities of a Saturday morning cartoon character.""",32,10,35,5
1216,1011070,Slayback,"Ten years ago, Slayback was killed by Deadpool before returning from the dead to break into Department K, from which he stole the Weapon X Program files of Kane and Deadpool.",1,1,1,0
1217,1009601,Sleeper,,8,5,8,0
1218,1010761,Sleepwalker,Sleepwalkers are guardians of the Mindscape -- they apprehended beings that invade the sleeping minds of humans.,13,8,13,1
1219,1009602,Slipstream,"Australian mutant siblings Heather and Davis Cameron were sent to live in Surfer's Paradise by their father in an effort to spare them from his life as Viceroy, godfather of Australian organized crime.",5,2,5,0
1220,1010874,Slyde,"A scientist at Beemont Manufacturing, Jalome Beacher created a chemical that could be used to coat a surface and thereby eliminate all friction between it and any other object, which he used, after being downsized, to rob banks and his former employers.",1,1,1,0
1221,1009603,Smasher (Vril Rokk),"Smasher is a member of the Imperial Guard, a multi-ethnic group of super-powered alien beings who act as enforcers of the laws of the Shi'ar Empire.",17,11,10,1
1222,1010845,Smiling Tiger,,0,0,0,0
1223,1009606,Snowbird,Narya's origins trace back to ancient times when the Eskimo Gods of the North battled the mystical Great Beasts for the fate of the world.,48,12,68,3
1224,1010855,Solo (James Bourne),James Bourne was drafted to a top-secret special forces operation where he endured ten months of hard and brutal training to earn his place in the new counter-terrorist group Omega Strike.,21,10,20,1
1225,1010693,Songbird,"Melissa Gold grew up on the streets, adopting her mother's name ""Mimi"" as part of a hard, cold persona she developed as a survival mechanism.",43,14,48,2
1226,1011373,Sons of the Tiger,,5,4,22,0
1227,1009607,Spacker Dave,,0,0,0,0
1228,1010705,Spectrum,,43,17,43,1
1229,1010833,Speed,"Tommy Shepherd may be the son of the Scarlet Witch and the Vision, and thus the twin brother of Wiccan.",14,10,15,3
1230,1011032,Speed Demon,"James Saunders, a disgruntled chemist tired of his job with the Hudson Pharmaceutical Company of West Caldwell, New Jersey, was contacted by the Grandmaster and offered superhuman powers in exchange for joining a team that would compete on his behalf.",7,5,8,0
1231,1010694,Speedball (Robert Baldwin),,40,12,49,3
1232,1009605,Spencer Smythe,,7,3,7,0
1233,1011366,Sphinx (Anath-Na Mut),,0,0,0,0
1234,1010727,Spider-dok,,0,0,0,0
1235,1009157,Spider-Girl (Anya Corazon), ,68,18,77,2
1236,1009609,Spider-Girl (May Parker),"May ""Mayday"" Parker is the daughter of Spider-Man and Mary Jane Watson-Parker. Born with all her fatherï¿½s powers-and the same silly sense of humor-sheï¿½s grown up to become one of Earthï¿½s most trusted heroes and a fitting tribute to her proud papa.",200,38,313,1
1237,1017603,Spider-Gwen (Gwen Stacy),,138,43,141,2
1238,1011347,Spider-Ham (Larval Earth),"As Spider-Ham Peter faced such nefarious foes as Ductor Doom, Bull-Frog, Raven the Hunter, Hogzilla, the Buzzard and the King-Pig!",53,21,54,0
1239,1011054,Spider-Man (1602),,44,5,79,0
1240,1014873,Spider-Man (2099),,67,22,67,0
1241,1016452,Spider-Man (Ai Apaec),,15,2,29,0
1242,1014858,Spider-Man (Ben Reilly),,65,20,66,1
1243,1012200,Spider-Man (House of M),"In the House of M universe, surrounded by his family, including his young son Richard and close friends, Peter Parker is the envy of the world and its most popular mutant; but lately, Peter has felt like something is wrong in his world.",0,0,0,0
1244,1017332,Spider-Man (LEGO Marvel Super Heroes),,0,0,0,0
1245,1011114,Spider-Man (Marvel Zombies),"Zombie Spider-Man ate his own wife and aunt, the only two people left in the world who truly loved him.",8,4,8,0
1246,1017305,Spider-Man (Marvel: Avengers Alliance),,0,0,0,0
1247,1016181,Spider-Man (Miles Morales),"Teenager Miles Morales grew up in Brooklyn, New York. Recently, Miles took on the controversial and pressured role of Spider-Man shortly after the death of the original. Morales made his debut against The Kangaroo, much to the surprise and disapproval of many present at the confrontation.",352,107,364,2
1248,1012295,Spider-Man (Noir),,18,6,19,0
1249,1009610,Spider-Man (Peter Parker),"Bitten by a radioactive spider, high school student Peter Parker gained the speed, strength and powers of a spider. Adopting the name Spider-Man, Peter hoped to start a career using his new abilities. Taught that with great power comes great responsibility, Spidey has vowed to use his powers to help people.",4214,1112,6209,38
1250,1011377,Spider-Man (Takuya Yamashiro),,0,0,0,0
1251,1011010,Spider-Man (Ultimate),"Peter’s relatively normal life changed abruptly during a school trip to Osborn Industries, Inc, where the company had been working on a super soldier serum, the Oz Compound; a spider exposed to it escaped and bit Peter before it was destroyed.",260,45,351,0
1252,1010795,Spider-Woman (Charlotte Witter),,11,6,14,1
1253,1009608,Spider-Woman (Jessica Drew),"When young Jessica Drew suffered uranium poisoning in 1931, her father was forced to inject her with his untested spider serum and seal her in a genetic accelerator.",304,97,317,14
1254,1010794,Spider-Woman (Mattie Franklin),"Mattie Franklin was granted her powers when, after overhearing a phone call between her father and Norman Osborn about the Gathering of the Five, she took her father's place during the Gathering and was endowed with the awesome powers that Norman Osborn had wanted for himself.",17,6,17,1
1255,1009614,Spiral (Rita Wayword),"Spiral was created to be an agent of Mojo, the despotic leader of Mojo World, often used as his favored personal servant, executioner, and spy.",49,21,52,4
1256,1011158,Spirit,Spirit is a member of the Luphomoid race and she is one of the few survivors of her planet's destruction.,0,0,0,0
1257,1010899,Spitfire,"During World War II, Jacqueline Falsworth bravely served in Britain’s Home Guard.",29,14,33,1
1258,1009616,Spot,"Jonathan Ohnn was working as a research scientist on behalf of Wilson Fisk, the Kingpin of Crime.",16,10,20,2
1259,1011180,Sprite,Sprite is a mischievous Eternal who maintains a perpetual youthful appearance.,0,0,0,0
1260,1009617,Spyke,,0,0,0,0
1261,1014905,Squadron Sinister,,9,3,9,0
1262,1010814,Squadron Supreme (Earth-712),,52,17,68,0
1263,1010860,Squirrel Girl,"Escaping the taunts of her fellow school students regarding her physical mutation, Los-Angeles born Doreen Green fled into the nearby woods where she quickly discovered her affinity for squirrels.",124,46,127,2
1264,1009618,Stacy X,,37,19,36,1
1265,1015003,Stacy X (Ultimate),,2,1,2,0
1266,1011307,Star Brand,,31,11,46,1
1267,1010733,Star-Lord (Peter Quill),"Refusing to miss his opportunity, Peter Jason Quill stole a scoutship from Cape Canaveral, returned to Eve, and shot his way to the appointed spot, where his old rival Harrelson, NASA's choice to be Star-Lord, was awaiting selection, where Quill was transported away in his stead, and transformed into Star-Lord.",99,38,142,4
1268,1009621,Starbolt,Starbolt is a member of the Shi'ar Imperial Guard.,9,6,6,1
1269,1010764,Stardust,"As Herald for the world devourer, Galactus, Stardust found suitable worlds for her master to consume.",2,2,2,1
1270,1011084,Starfox,"The youngest son of Mentor and Sui-San, Eros had the natural ability to excite pleasure in others, but his power had no effect upon his mutant older brother, Thanos, who worshiped the cosmic embodiment of Death and led an army against Titan.",39,16,42,1
1271,1011341,Starhawk (Stakar Ogord),"Though best known as a 31st century hero in the alternate Reality-691 timeline, the enigmatic, space-faring Starhawk originated a millennium earlier.",29,2,48,0
1272,1011078,Starjammers,,32,18,30,0
1273,1009622,Stark Industries,,0,0,0,0
1274,1010828,Stature,Cassie Lang is the daughter of deceased Avenger Scott Lang and a member of the Young Avengers.,32,13,30,3
1275,1010889,Steel Serpent (Davos),,16,5,19,0
1276,1012230,Stegron,Vincent Stegron was hired by S.H.I.E.L.D. to work with Dr. Curt Connors to study dinosaur DNA from the Savage Land.,6,4,7,0
1277,1011159,Stellaris,"It is unknown how Stellaris survived the extermination of her home world by the Celestials or how she acquired her living armor, but ever since she has committed herself to their destruction.",2,1,4,0
1278,1009625,Stepford Cuckoos,The Stepford Cuckoos were five identical mutant sisters who enrolled at the Xavier Institute and soon proved to be the crème de la crème of Emma Frost's telepathy class.,43,14,44,5
1279,1009615,Stephanie de la Spiroza,,0,0,0,0
1280,1010901,Stephen Strange,,10,6,12,1
1281,1010326,Steve Rogers,,43,25,40,1
1282,1009626,Stick,"Stick, who trained both Daredevil and Elektra in the martial arts, is the leader of the warrior order called The Chaste, and has fought alongside the clan's other members against The Hand for years.",17,7,19,1
1283,1009627,Stilt-Man (Wibur Day),Wilbur Day was a scientist at Kaxton Labs who stole designs for a hydraulic ramming device from his company out of frustration of his position in his job.,10,9,13,0
1284,1009628,Stingray (Walter Newell),"Creating the Stingray costume, Newell succeeded in capturing the Sub-Mariner, although Namor soon escaped and Newell, while initially defeating him a second time, allowed his friend to go.",33,15,35,2
1285,1010327,Stone Men,,0,0,0,0
